,id,city,area,community,part,source
1399,2339,dubai,al furjan,masakin al furjan,masakin al furjan block a,https://uae.dubizzle.com/
1403,2343,dubai,al furjan,masakin al furjan,masakin al furjan block b,https://uae.dubizzle.com/
1401,2341,dubai,al furjan,masakin al furjan,masakin al furjan block c,https://uae.dubizzle.com/
1402,2342,dubai,al furjan,masakin al furjan,masakin al furjan block d,https://uae.dubizzle.com/
1400,2340,dubai,al furjan,masakin al furjan,masakin al furjan block f,https://uae.dubizzle.com/
682,1622,abu dhabi,al reem island,reem hills,maskan,https://www.bayut.com/
1233,2173,dubai,palm jumeirah,the grandeur residences,maurya,https://uae.dubizzle.com/
12,851,dubai,jumeirah village circle (jvc),jvc district 10,may residence,https://uae.dubizzle.com/
1453,2393,dubai,jumeirah village triangle (jvt),jvt district 1,maya 5,https://uae.dubizzle.com/
645,1585,abu dhabi,yas island,mayan,mayan 1,https://www.bayut.com/
644,1584,abu dhabi,yas island,mayan,mayan 2,https://www.bayut.com/
646,1586,abu dhabi,yas island,mayan,mayan 3,https://www.bayut.com/
647,1587,abu dhabi,yas island,mayan,mayan 4,https://www.bayut.com/
648,1588,abu dhabi,yas island,mayan,mayan 5,https://www.bayut.com/
889,1829,dubai,jumeirah village circle (jvc),jvc district 14,mayas geneva,https://uae.dubizzle.com/
636,1576,abu dhabi,yas island,yas bay,mayyas at the bay,https://www.bayut.com/
522,1462,dubai,jumeirah lake towers (jlt),jlt cluster k,mbl residences,https://www.bayut.com/
521,1461,dubai,jumeirah lake towers (jlt),jlt cluster k,mbl royal,https://www.bayut.com/
516,1456,dubai,jumeirah lake towers (jlt),jlt cluster l,me do re,https://www.bayut.com/
762,1702,abu dhabi,al reef,al reef villas,mediterranean style,https://www.bayut.com/
653,1593,abu dhabi,al reem island,shams abu dhabi,meera shams tower 1,https://www.bayut.com/
655,1595,abu dhabi,al reem island,shams abu dhabi,meera shams tower 2,https://www.bayut.com/
300,1240,dubai,business bay,al habtoor city,meera tower,https://www.bayut.com/
58,998,dubai,jumeirah village circle (jvc),jvc district 13,melody townhouses,https://uae.dubizzle.com/
1340,2280,dubai,jumeirah lake towers (jlt),uptown dubai,mercer house,https://uae.dubizzle.com/
594,1534,dubai,mohammed bin rashid city,district one,meydan sobha,https://www.bayut.com/
587,1527,dubai,mohammed bin rashid city,district 11,meydan south villas,https://www.bayut.com/
1440,2380,dubai,jumeirah village triangle (jvt),jvt district 4,miami 2 by samana,https://uae.dubizzle.com/
891,1831,dubai,jumeirah village circle (jvc),jvc district 14,miami by samana,https://uae.dubizzle.com/
214,1154,dubai,jumeirah village circle (jvc),jvc district 17,milano by giovanni boutique suites,https://www.bayut.com/
279,1219,dubai,business bay,the atria,millennium atria,https://uae.dubizzle.com/
125,1065,dubai,jumeirah village circle (jvc),jvc district 11,mirabella,https://uae.dubizzle.com/
1527,2467,sharjah,aljada,misk apartments,misk 1,https://www.bayut.com/
1528,2468,sharjah,aljada,misk apartments,misk 2,https://www.bayut.com/
1526,2466,sharjah,aljada,misk apartments,misk 4,https://www.bayut.com/
330,1270,dubai,downtown dubai,old town,miska,https://www.bayut.com/
1232,2172,dubai,palm jumeirah,the grandeur residences,mughal,https://uae.dubizzle.com/
457,1397,dubai,dubai hills estate,park heights,mulberry 1,https://www.bayut.com/
458,1398,dubai,dubai hills estate,park heights,mulberry 2,https://www.bayut.com/
67,1007,dubai,jumeirah village circle (jvc),jvc district 13,mulberry mansions,https://uae.dubizzle.com/
169,1109,dubai,jumeirah village circle (jvc),jvc district 15,mulberry park,https://uae.dubizzle.com/
361,1301,dubai,palm jumeirah,the crescent,muraba residence,https://www.bayut.com/
578,1518,dubai,al furjan,quortaj,murano townhouse,https://www.bayut.com/
554,1494,dubai,al furjan,al furjan west,murooj al furjan west,https://www.bayut.com/
1392,2332,dubai,al furjan,nadine residence,nadine residence 1,https://uae.dubizzle.com/
1391,2331,dubai,al furjan,nadine residence,nadine residence 2,https://uae.dubizzle.com/
920,1860,dubai,jumeirah village circle (jvc),jvc district 12,nakheel townhouse,https://uae.dubizzle.com/
1522,2462,sharjah,aljada,nasaq,nasaq 1,https://www.bayut.com/
1525,2465,sharjah,aljada,nasaq,nasaq 3,https://www.bayut.com/
1524,2464,sharjah,aljada,nasaq,nasaq 4,https://www.bayut.com/
1523,2463,sharjah,aljada,nasaq,nasaq 6,https://www.bayut.com/
1552,2492,ras al khaimah,mina al arab,hayat island,nasim lofts,https://www.bayut.com/
591,1531,dubai,mohammed bin rashid city,district one,naya at district one,https://www.bayut.com/
836,1776,sharjah,aljada,nesba,nesba 1,https://www.bayut.com/
835,1775,sharjah,aljada,nesba,nesba 2,https://www.bayut.com/
200,1140,dubai,jumeirah village circle (jvc),jvc district 16,neva residences,https://uae.dubizzle.com/
541,1481,dubai,jumeirah lake towers (jlt),jlt cluster q,new dubai gate,https://www.bayut.com/
538,1478,dubai,jumeirah lake towers (jlt),jlt cluster q,new dubai gate 1,https://www.bayut.com/
542,1482,dubai,jumeirah lake towers (jlt),jlt cluster a,new dubai gate 2,https://www.bayut.com/
939,1879,dubai,jumeirah village circle (jvc),jvc district 12,nicholas residence,https://uae.dubizzle.com/
249,1189,dubai,business bay,al habtoor city,noora,https://uae.dubizzle.com/
38,877,dubai,jumeirah village circle (jvc),jvc district 10,noora residence,https://uae.dubizzle.com/
155,1095,dubai,jumeirah village circle (jvc),jvc district 15,north 43,https://www.bayut.com/
617,1557,abu dhabi,yas island,noya,noya luma,https://www.bayut.com/
616,1556,abu dhabi,yas island,noya,noya viva,https://www.bayut.com/
1569,2509,ajman,al nuaimiya,al nuaimiya 1,nuaimia one tower,https://www.bayut.com/
707,1647,abu dhabi,saadiyat island,saadiyat cultural district,nudra,https://www.bayut.com/
1342,2282,dubai,jumeirah lake towers (jlt),jlt cluster o,o2 residence,https://uae.dubizzle.com/
53,892,dubai,jumeirah village circle (jvc),jvc district 14,o2 tower,https://uae.dubizzle.com/
99,1039,dubai,jumeirah village circle (jvc),jvc district 11,oakley square residence,https://uae.dubizzle.com/
657,1597,abu dhabi,al reem island,shams abu dhabi,oasis residences,https://www.bayut.com/
780,1720,abu dhabi,masdar city,oasis residences,oasis residences one,https://www.bayut.com/
781,1721,abu dhabi,masdar city,oasis residences,oasis residences two,https://www.bayut.com/
1019,1959,ajman,al rashidiya,al rashidiya 1,oasis towers,https://uae.dubizzle.com/
928,1868,dubai,jumeirah village circle (jvc),jvc district 12,object 1,https://uae.dubizzle.com/
661,1601,abu dhabi,al reem island,marina square,ocean terrace residence,https://www.bayut.com/
1217,2157,dubai,palm jumeirah,oceana,oceana adriatic,https://uae.dubizzle.com/
1218,2158,dubai,palm jumeirah,oceana,oceana aegean,https://uae.dubizzle.com/
1221,2161,dubai,palm jumeirah,oceana,oceana atlantic,https://uae.dubizzle.com/
1216,2156,dubai,palm jumeirah,oceana,oceana baltic,https://uae.dubizzle.com/
1219,2159,dubai,palm jumeirah,oceana,oceana caribbean,https://uae.dubizzle.com/
1220,2160,dubai,palm jumeirah,oceana,oceana pacific,https://uae.dubizzle.com/
1215,2155,dubai,palm jumeirah,oceana,oceana southern,https://uae.dubizzle.com/
656,1596,abu dhabi,al reem island,shams abu dhabi,oceanscape,https://www.bayut.com/
787,1727,abu dhabi,zayed city,bloom living,olvera,https://www.bayut.com/
288,1228,dubai,business bay,aykon city,one b tower,https://www.bayut.com/
362,1302,dubai,palm jumeirah,the crescent,one crescent,https://www.bayut.com/
672,1612,abu dhabi,al reem island,marina square,one marina square,https://www.bayut.com/
152,1092,dubai,jumeirah village circle (jvc),jvc district 15,one park central,https://www.bayut.com/
1042,1982,abu dhabi,al reem island,shams abu dhabi,one reem island,https://uae.dubizzle.com/
580,1520,dubai,mohammed bin rashid city,district 11,opal gardens,https://www.bayut.com/
62,1002,dubai,jumeirah village circle (jvc),jvc district 13,orchidea residence,https://uae.dubizzle.com/
15,854,dubai,jumeirah village circle (jvc),jvc district 10,oxford 212,https://uae.dubizzle.com/
177,1117,dubai,jumeirah village circle (jvc),jvc district 15,oxford boulevard,https://uae.dubizzle.com/
29,868,dubai,jumeirah village circle (jvc),jvc district 10,oxford residence 2,https://uae.dubizzle.com/
104,1044,dubai,jumeirah village circle (jvc),jvc district 11,oxford terraces,https://uae.dubizzle.com/
121,1061,dubai,jumeirah village circle (jvc),jvc district 11,oxford terraces 2,https://uae.dubizzle.com/
181,1121,dubai,jumeirah village circle (jvc),jvc district 15,oxford villas,https://uae.dubizzle.com/
89,1029,dubai,jumeirah village circle (jvc),jvc district 13,ozone1 residence,https://www.bayut.com/
959,1899,ras al khaimah,al marjan island,pacific,pacific bora bora,https://uae.dubizzle.com/
1427,2367,dubai,jumeirah village triangle (jvt),jvt district 3,pacific edmonton,https://uae.dubizzle.com/
960,1900,ras al khaimah,al marjan island,pacific,pacific samoa,https://uae.dubizzle.com/
601,1541,dubai,dubai harbour,emaar beachfront,palace beach residence,https://www.bayut.com/
901,1841,dubai,jumeirah village circle (jvc),jvc district 14,palace estates,https://uae.dubizzle.com/
460,1400,dubai,dubai hills estate,park heights,palace residences,https://www.bayut.com/
353,1293,dubai,palm jumeirah,the palm beach towers,palm beach tower 1,https://www.bayut.com/
354,1294,dubai,palm jumeirah,the palm beach towers,palm beach tower 2,https://www.bayut.com/
352,1292,dubai,palm jumeirah,the palm beach towers,palm beach tower 3,https://www.bayut.com/
1147,2087,sharjah,al majaz,al majaz 3,palm tower 2,https://uae.dubizzle.com/
1231,2171,dubai,palm jumeirah,palm views,palm views east,https://uae.dubizzle.com/
1230,2170,dubai,palm jumeirah,palm views,palm views west,https://uae.dubizzle.com/
347,1287,dubai,dubai marina,marina promenade,paloma,https://www.bayut.com/
98,1038,dubai,jumeirah village circle (jvc),jvc district 13,pantheon elysee i,https://www.bayut.com/
923,1863,dubai,jumeirah village circle (jvc),jvc district 12,pantheon elysee ii,https://uae.dubizzle.com/
153,1093,dubai,jumeirah village circle (jvc),jvc district 15,pantheon elysee iii,https://www.bayut.com/
1082,2022,ajman,emirates city,paradise lakes,paradise lakes b5,https://uae.dubizzle.com/
1084,2024,ajman,emirates city,paradise lakes,paradise lakes b6,https://uae.dubizzle.com/
1083,2023,ajman,emirates city,paradise lakes,paradise lakes b9,https://uae.dubizzle.com/
222,1162,dubai,jumeirah village circle (jvc),jvc district 17,park boulevard,https://www.bayut.com/
72,1012,dubai,jumeirah village circle (jvc),jvc district 13,park corner,https://uae.dubizzle.com/
1384,2324,dubai,dubai hills estate,park field,park field building 1,https://uae.dubizzle.com/
1383,2323,dubai,dubai hills estate,park field,park field building 2,https://uae.dubizzle.com/
459,1399,dubai,dubai hills estate,park heights,park heights 1,https://www.bayut.com/
456,1396,dubai,dubai hills estate,park heights,park heights 2,https://www.bayut.com/
491,1431,dubai,dubai hills estate,park lane,park lane building 1,https://www.bayut.com/
494,1434,dubai,dubai hills estate,park lane,park lane building 2,https://www.bayut.com/
492,1432,dubai,dubai hills estate,park lane,park lane building 3,https://www.bayut.com/
493,1433,dubai,dubai hills estate,park lane,park lane building 4,https://www.bayut.com/
495,1435,dubai,dubai hills estate,park lane,park lane building 6,https://www.bayut.com/
1382,2322,dubai,dubai hills estate,park point,park point building a,https://uae.dubizzle.com/
1380,2320,dubai,dubai hills estate,park point,park point building b,https://uae.dubizzle.com/
1381,2321,dubai,dubai hills estate,park point,park point building c,https://uae.dubizzle.com/
1379,2319,dubai,dubai hills estate,park point,park point building d,https://uae.dubizzle.com/
658,1598,abu dhabi,al reem island,shams abu dhabi,park view tower,https://www.bayut.com/
55,894,dubai,jumeirah village circle (jvc),jvc district 14,park view tower,https://uae.dubizzle.com/
33,872,dubai,jumeirah village circle (jvc),jvc district 10,park villas,https://uae.dubizzle.com/
660,1600,abu dhabi,al reem island,shams abu dhabi,parkside residence,https://www.bayut.com/
925,1865,dubai,jumeirah village circle (jvc),jvc district 12,pearl house 2,https://uae.dubizzle.com/
60,1000,dubai,jumeirah village circle (jvc),jvc district 13,pearl house by imtiaz,https://uae.dubizzle.com/
241,1181,dubai,business bay,peninsula,peninsula five,https://uae.dubizzle.com/
242,1182,dubai,business bay,peninsula,peninsula five waterfront duplexes,https://uae.dubizzle.com/
237,1177,dubai,business bay,peninsula,peninsula four the plaza,https://uae.dubizzle.com/
239,1179,dubai,business bay,peninsula,peninsula one,https://uae.dubizzle.com/
238,1178,dubai,business bay,peninsula,peninsula three,https://uae.dubizzle.com/
240,1180,dubai,business bay,peninsula,peninsula two,https://uae.dubizzle.com/
124,1064,dubai,jumeirah village circle (jvc),jvc district 11,penta villas,https://uae.dubizzle.com/
638,1578,abu dhabi,yas island,yas bay,perla 1,https://www.bayut.com/
639,1579,abu dhabi,yas island,yas bay,perla 2,https://www.bayut.com/
637,1577,abu dhabi,yas island,yas bay,perla 3,https://www.bayut.com/
577,1517,dubai,al furjan,quortaj,phase 1,https://www.bayut.com/
693,1633,abu dhabi,al reem island,makers district,pixel,https://www.bayut.com/
318,1258,dubai,business bay,executive towers,plaza boutique,https://www.bayut.com/
87,1027,dubai,jumeirah village circle (jvc),jvc district 13,plaza residences,https://www.bayut.com/
30,869,dubai,jumeirah village circle (jvc),jvc district 10,plazzo heights,https://uae.dubizzle.com/
515,1455,dubai,downtown dubai,south ridge,podium villas,https://uae.dubizzle.com/
962,1902,ras al khaimah,al marjan island,pacific,polynesia,https://uae.dubizzle.com/
968,1908,ras al khaimah,mina al arab,hayat island,porto playa,https://uae.dubizzle.com/
518,1458,dubai,jumeirah lake towers (jlt),jlt cluster l,preatoni tower,https://www.bayut.com/
119,1059,dubai,jumeirah village circle (jvc),jvc district 11,pulse smart residence,https://uae.dubizzle.com/
95,1035,dubai,jumeirah village circle (jvc),jvc district 13,q gardens lofts,https://www.bayut.com/
81,1021,dubai,jumeirah village circle (jvc),jvc district 12,q gardens lofts 2,https://www.bayut.com/
722,1662,abu dhabi,saadiyat island,hidd al saadiyat,qaryat al hidd,https://www.bayut.com/
1555,2495,ras al khaimah,mina al arab,quattro del mar,quattro del mar building 1,https://www.bayut.com/
1554,2494,ras al khaimah,mina al arab,quattro del mar,quattro del mar building 2,https://www.bayut.com/
1553,2493,ras al khaimah,mina al arab,quattro del mar,quattro del mar building 4,https://www.bayut.com/
78,1018,dubai,jumeirah village circle (jvc),jvc district 12,ra1n residence,https://www.bayut.com/
673,1613,abu dhabi,al reem island,city of lights,radiant square,https://www.bayut.com/
359,1299,dubai,palm jumeirah,the crescent,raffles the palm dubai,https://www.bayut.com/
666,1606,abu dhabi,al reem island,marina square,rak tower,https://www.bayut.com/
1085,2025,sharjah,muwaileh,al mamsha,raseel,https://uae.dubizzle.com/
1423,2363,dubai,jumeirah village triangle (jvt),jvt district 3,red square,https://uae.dubizzle.com/
623,1563,abu dhabi,yas island,yas acres,redwoods,https://www.bayut.com/
93,1033,dubai,jumeirah village circle (jvc),jvc district 13,reef residence,https://www.bayut.com/
328,1268,dubai,downtown dubai,old town,reehan,https://www.bayut.com/
690,1630,abu dhabi,al reem island,reem hills,reem avenue,https://www.bayut.com/
1041,1981,abu dhabi,al reem island,shams abu dhabi,reem five,https://uae.dubizzle.com/
654,1594,abu dhabi,al reem island,shams abu dhabi,reem nine,https://www.bayut.com/
731,1671,abu dhabi,al shamkha,al reeman 1,reeman living,https://www.bayut.com/
651,1591,abu dhabi,al reem island,shams abu dhabi,reflection,https://www.bayut.com/
827,1767,dubai,jumeirah village circle (jvc),jvc district 12,regina tower,https://www.bayut.com/
1114,2054,sharjah,al khan,maryam island,rehan residence,https://uae.dubizzle.com/
624,1564,abu dhabi,yas island,yas golf collection,residences c,https://www.bayut.com/
625,1565,abu dhabi,yas island,yas golf collection,residences d,https://www.bayut.com/
626,1566,abu dhabi,yas island,yas golf collection,residences e,https://www.bayut.com/
824,1764,dubai,arjan,resortz by danube,resortz residence block 1,https://uae.dubizzle.com/
822,1762,dubai,arjan,resortz by danube,resortz residence block 2,https://uae.dubizzle.com/
823,1763,dubai,arjan,resortz by danube,resortz residence block 3,https://uae.dubizzle.com/
22,861,dubai,jumeirah village circle (jvc),jvc district 10,rigel apartments,https://uae.dubizzle.com/
198,1138,dubai,jumeirah village circle (jvc),jvc district 16,rise residences,https://uae.dubizzle.com/
10,849,dubai,jumeirah village circle (jvc),jvc district 10,riviera chalet,https://uae.dubizzle.com/
1093,2033,sharjah,tilal city,masaar,robinia,https://uae.dubizzle.com/
129,1069,dubai,jumeirah village circle (jvc),jvc district 11,rokane g22,https://uae.dubizzle.com/
137,1077,dubai,jumeirah village circle (jvc),jvc district 11,roma residences by jrp,https://www.bayut.com/
209,1149,dubai,jumeirah village circle (jvc),jvc district 16,rooya townhouses,https://www.bayut.com/
1448,2388,dubai,jumeirah village triangle (jvt),jvt district 2,rosemont residences,https://uae.dubizzle.com/
1282,2222,dubai,dubai creek harbour,rosewater at creek beach,rosewater at creek beach building 2,https://uae.dubizzle.com/
1283,2223,dubai,dubai creek harbour,rosewater at creek beach,rosewater at creek beach building 3,https://uae.dubizzle.com/
929,1869,dubai,jumeirah village circle (jvc),jvc district 12,roxana residences,https://uae.dubizzle.com/
398,1338,dubai,palm jumeirah,royal amwaj residences,royal amwaj residences - north,https://www.bayut.com/
399,1339,dubai,palm jumeirah,royal amwaj residences,royal amwaj residences - south,https://www.bayut.com/
975,1915,ras al khaimah,al hamra village,royal breeze apartment,royal breeze 1,https://uae.dubizzle.com/
972,1912,ras al khaimah,al hamra village,royal breeze apartment,royal breeze 2,https://uae.dubizzle.com/
973,1913,ras al khaimah,al hamra village,royal breeze apartment,royal breeze 3,https://uae.dubizzle.com/
971,1911,ras al khaimah,al hamra village,royal breeze apartment,royal breeze 4,https://uae.dubizzle.com/
974,1914,ras al khaimah,al hamra village,royal breeze apartment,royal breeze 5,https://uae.dubizzle.com/
1225,2165,dubai,palm jumeirah,tiara residences,ruby,https://uae.dubizzle.com/
714,1654,abu dhabi,saadiyat island,saadiyat beach,saadiyat beach golf views,https://www.bayut.com/
712,1652,abu dhabi,saadiyat island,saadiyat beach,saadiyat beach residences,https://www.bayut.com/
711,1651,abu dhabi,saadiyat island,saadiyat beach,saadiyat beach villas,https://www.bayut.com/
701,1641,abu dhabi,saadiyat island,saadiyat cultural district,saadiyat grove,https://www.bayut.com/
713,1653,abu dhabi,saadiyat island,saadiyat beach,saadiyat st regis residences,https://www.bayut.com/
539,1479,dubai,jumeirah lake towers (jlt),jlt cluster q,saba tower 2,https://www.bayut.com/
540,1480,dubai,jumeirah lake towers (jlt),jlt cluster q,saba tower 3,https://www.bayut.com/
235,1175,dubai,business bay,aykon city,safa two by de grisogono,https://uae.dubizzle.com/
1153,2093,sharjah,al nahda (sharjah),sahara towers,sahara tower 1,https://uae.dubizzle.com/
1152,2092,sharjah,al nahda (sharjah),sahara towers,sahara tower 2,https://uae.dubizzle.com/
1151,2091,sharjah,al nahda (sharjah),sahara towers,sahara tower 4,https://uae.dubizzle.com/
1150,2090,sharjah,al nahda (sharjah),sahara towers,sahara tower 6,https://uae.dubizzle.com/
90,1030,dubai,jumeirah village circle (jvc),jvc district 13,samana manhattan 1,https://www.bayut.com/
914,1854,dubai,jumeirah village circle (jvc),jvc district 12,samana manhattan 2,https://uae.dubizzle.com/
96,1036,dubai,jumeirah village circle (jvc),jvc district 13,samana waves,https://www.bayut.com/
946,1886,dubai,jumeirah village circle (jvc),jvc district 13,samana waves 2,https://uae.dubizzle.com/
895,1835,dubai,jumeirah village circle (jvc),jvc district 14,sandoval garden,https://uae.dubizzle.com/
728,1668,dubai,dubai marina,park island,sanibel tower,https://uae.dubizzle.com/
83,1023,dubai,jumeirah village circle (jvc),jvc district 12,sapphire 32,https://www.bayut.com/
1112,2052,sharjah,al khan,maryam island,sapphire beach residence by eagle hills,https://uae.dubizzle.com/
1097,2037,sharjah,tilal city,masaar,sarai,https://uae.dubizzle.com/
1092,2032,sharjah,tilal city,masaar,saro,https://uae.dubizzle.com/
602,1542,dubai,dubai harbour,emaar beachfront,seapoint,https://www.bayut.com/
1604,2544,ajman,al zorah,the shores,seaside hills residence,https://www.bayut.com/
145,1085,dubai,jumeirah village circle (jvc),jvc district 15,seasons community,https://www.bayut.com/
634,1574,abu dhabi,yas island,yas bay,selina bay,https://www.bayut.com/
1091,2031,sharjah,tilal city,masaar,sendian villas,https://uae.dubizzle.com/
1096,2036,sharjah,tilal city,masaar,sequoia,https://uae.dubizzle.com/
388,1328,dubai,palm jumeirah,serenia living,serenia living tower 1,https://www.bayut.com/
389,1329,dubai,palm jumeirah,serenia living,serenia living tower 2,https://www.bayut.com/
390,1330,dubai,palm jumeirah,serenia living,serenia living tower 3,https://www.bayut.com/
391,1331,dubai,palm jumeirah,serenia living,serenia living tower 4,https://www.bayut.com/
1246,2186,dubai,palm jumeirah,serenia residences the palm,serenia residences east wing,https://uae.dubizzle.com/
1244,2184,dubai,palm jumeirah,serenia residences the palm,serenia residences north wing,https://uae.dubizzle.com/
1245,2185,dubai,palm jumeirah,serenia residences the palm,serenia residences west wing,https://uae.dubizzle.com/
27,866,dubai,jumeirah village circle (jvc),jvc district 10,serenity lakes 5,https://uae.dubizzle.com/
1437,2377,dubai,jumeirah village triangle (jvt),jvt district 4,seslia tower,https://uae.dubizzle.com/
784,1724,abu dhabi,zayed city,bloom living,seville,https://www.bayut.com/
883,1823,dubai,jumeirah village circle (jvc),jvc district 14,shamal residences,https://uae.dubizzle.com/
884,1824,dubai,jumeirah village circle (jvc),jvc district 14,shamal terraces,https://uae.dubizzle.com/
892,1832,dubai,jumeirah village circle (jvc),jvc district 14,shamal waves,https://uae.dubizzle.com/
649,1589,abu dhabi,al reem island,shams abu dhabi,shams gate district,https://www.bayut.com/
1578,2518,sharjah,al rahmaniya,shaghrafa 1,sharjah sustainable city,https://www.bayut.com/
348,1288,dubai,dubai marina,marina promenade,shemara,https://www.bayut.com/
468,1408,dubai,dubai hills estate,sidra villas,sidra 1,https://www.bayut.com/
469,1409,dubai,dubai hills estate,sidra villas,sidra 2,https://www.bayut.com/
470,1410,dubai,dubai hills estate,sidra villas,sidra 3,https://www.bayut.com/
691,1631,abu dhabi,al reem island,reem hills,sierra views,https://www.bayut.com/
677,1617,abu dhabi,al reem island,city of lights,sigma towers,https://www.bayut.com/
24,863,dubai,jumeirah village circle (jvc),jvc district 10,signature livings,https://uae.dubizzle.com/
1229,2169,dubai,palm jumeirah,signature villas palm jumeirah,signature villas frond c,https://uae.dubizzle.com/
1227,2167,dubai,palm jumeirah,signature villas palm jumeirah,signature villas frond m,https://uae.dubizzle.com/
1228,2168,dubai,palm jumeirah,signature villas palm jumeirah,signature villas frond p,https://uae.dubizzle.com/
739,1679,dubai,dubai marina,silverene,silverene tower a,https://uae.dubizzle.com/
738,1678,dubai,dubai marina,silverene,silverene tower b,https://uae.dubizzle.com/
143,1083,dubai,jumeirah village circle (jvc),jvc district 11,sky livings by peace homes,https://www.bayut.com/
1493,2433,dubai,sobha hartland,sobha creek vistas heights,sobha creek vistas heights tower a,https://uae.dubizzle.com/
1494,2434,dubai,sobha hartland,sobha creek vistas heights,sobha creek vistas heights tower b,https://uae.dubizzle.com/
1504,2444,dubai,sobha hartland,sobha creek vistas reserve,sobha creek vistas reserve tower a,https://uae.dubizzle.com/
1503,2443,dubai,sobha hartland,sobha creek vistas reserve,sobha creek vistas reserve tower b,https://uae.dubizzle.com/
1495,2435,dubai,sobha hartland,sobha creek vistas,sobha creek vistas tower a,https://uae.dubizzle.com/
1496,2436,dubai,sobha hartland,sobha creek vistas,sobha creek vistas tower b,https://uae.dubizzle.com/
63,1003,dubai,jumeirah village circle (jvc),jvc district 13,sobha daffodil,https://uae.dubizzle.com/
610,1550,dubai,dubai harbour,sobha seahaven,sobha seahaven tower a,https://www.bayut.com/
611,1551,dubai,dubai harbour,sobha seahaven,sobha seahaven tower b,https://www.bayut.com/
612,1552,dubai,dubai harbour,sobha seahaven,sobha seahaven tower c,https://www.bayut.com/
1378,2318,dubai,dubai hills estate,socio,socio tower a,https://uae.dubizzle.com/
1377,2317,dubai,dubai hills estate,socio,socio tower b,https://uae.dubizzle.com/
710,1650,abu dhabi,saadiyat island,soho square,soho square residences,https://www.bayut.com/
837,1777,sharjah,aljada,naseej district,sokoon,https://www.bayut.com/
34,873,dubai,jumeirah village circle (jvc),jvc district 10,solitaire casa,https://uae.dubizzle.com/
35,874,dubai,jumeirah village circle (jvc),jvc district 10,somerset mews,https://uae.dubizzle.com/
1424,2364,dubai,jumeirah village triangle (jvt),jvt district 3,sonate residences,https://uae.dubizzle.com/
1086,2026,sharjah,muwaileh,al mamsha,souks residential,https://uae.dubizzle.com/
1074,2014,dubai,jumeirah village circle (jvc),jvc district 13,south residences,https://uae.dubizzle.com/
509,1449,dubai,downtown dubai,south ridge,south ridge 1,https://uae.dubizzle.com/
514,1454,dubai,downtown dubai,south ridge,south ridge 2,https://uae.dubizzle.com/
511,1451,dubai,downtown dubai,south ridge,south ridge 3,https://uae.dubizzle.com/
512,1452,dubai,downtown dubai,south ridge,south ridge 4,https://uae.dubizzle.com/
513,1453,dubai,downtown dubai,south ridge,south ridge 5,https://uae.dubizzle.com/
510,1450,dubai,downtown dubai,south ridge,south ridge 6,https://uae.dubizzle.com/
798,1738,dubai,dubai marina,sparkle towers,sparkle tower 1,https://uae.dubizzle.com/
797,1737,dubai,dubai marina,sparkle towers,sparkle tower 2,https://uae.dubizzle.com/
799,1739,dubai,dubai marina,sparkle towers,sparkle tower 3,https://uae.dubizzle.com/
43,882,dubai,jumeirah village circle (jvc),jvc district 10,spica residential,https://uae.dubizzle.com/
0,839,dubai,jumeirah village circle (jvc),jvc district 10,squarex residence,https://uae.dubizzle.com/
324,1264,dubai,downtown dubai,st. regis the residences,st. regis the residences tower 1,https://www.bayut.com/
325,1265,dubai,downtown dubai,st. regis the residences,st. regis the residences tower 2,https://www.bayut.com/
535,1475,dubai,downtown dubai,standpoint towers,standpoint tower 1,https://uae.dubizzle.com/
534,1474,dubai,downtown dubai,standpoint towers,standpoint tower 2,https://uae.dubizzle.com/
581,1521,dubai,mohammed bin rashid city,district 11,starlight park,https://www.bayut.com/
1395,2335,dubai,al furjan,starz by danube,starz by danube tower 1,https://uae.dubizzle.com/
1396,2336,dubai,al furjan,starz by danube,starz by danube tower 2,https://uae.dubizzle.com/
2,841,dubai,jumeirah village circle (jvc),jvc district 10,stonehenge residences,https://uae.dubizzle.com/
148,1088,dubai,jumeirah village circle (jvc),jvc district 15,stonehenge residences 2,https://www.bayut.com/
1287,2227,dubai,dubai creek harbour,summer at creek beach,summer 1,https://uae.dubizzle.com/
1286,2226,dubai,dubai creek harbour,summer at creek beach,summer 2,https://uae.dubizzle.com/
1285,2225,dubai,dubai creek harbour,summer at creek beach,summer 3,https://uae.dubizzle.com/
1284,2224,dubai,dubai creek harbour,summer at creek beach,summer 4,https://uae.dubizzle.com/
1105,2045,sharjah,sharjah waterfront city,ajmal makan,sun island,https://uae.dubizzle.com/
604,1544,dubai,dubai harbour,emaar beachfront,sunrise bay,https://www.bayut.com/
1303,2243,dubai,dubai creek harbour,sunset at creek beach,sunset 1,https://uae.dubizzle.com/
1304,2244,dubai,dubai creek harbour,sunset at creek beach,sunset 3,https://uae.dubizzle.com/
131,1071,dubai,jumeirah village circle (jvc),jvc district 11,sunset gardens,https://uae.dubizzle.com/
688,1628,abu dhabi,al reem island,reem hills,sunset valley,https://www.bayut.com/
1293,2233,dubai,dubai creek harbour,surf at creek beach,surf 1,https://uae.dubizzle.com/
1292,2232,dubai,dubai creek harbour,surf at creek beach,surf 2,https://uae.dubizzle.com/
187,1127,dubai,jumeirah village circle (jvc),jvc district 18,sydney tower,https://www.bayut.com/
